cat,longitude,latitude,species,hemisphere,grid,grid_long,grid_lat,region,region_close,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
3721,-13.545,65.091,maritima,NH,12105,-13.75,65.25,4,4,18.9393939393939,51.5454545454545,34.1818181818182,3583.36363636364,99.8787878787879,-48.2424242424242,148.121212121212,25.6666666666667,27.3636363636364,66.6363636363636,-21.2424242424242,1405.36363636364,164.757575757576,84.969696969697,20.2424242424242,432.363636363636,262.181818181818,295.515151515152,378.545454545455
3722,-14.734,65.095,maritima,NH,12103,-14.75,65.25,4,4,13.4166666666667,53.6944444444444,34.1666666666667,3726.5,99.1111111111111,-55.7777777777778,154.888888888889,2.72222222222222,22.7222222222222,63.75,-27.8888888888889,1288.13888888889,150.722222222222,75.25,20.9166666666667,388.138888888889,234.138888888889,267.777777777778,362.805555555556
3723,11.71279,65.0996,maritima,NH,12108,11.75,65.25,,4,49.3076923076923,61.3846153846154,27.6923076923077,5446.61538461538,170.307692307692,-47.7692307692308,218.076923076923,26.0769230769231,65.9230769230769,121.615384615385,-15.6923076923077,1789,209.230769230769,83.6153846153846,24.5384615384615,562,314.384615384615,367.307692307692,509.923076923077
3724,-13.724,65.102,maritima,NH,12105,-13.75,65.25,4,4,18.9393939393939,51.5454545454545,34.1818181818182,3583.36363636364,99.8787878787879,-48.2424242424242,148.121212121212,25.6666666666667,27.3636363636364,66.6363636363636,-21.2424242424242,1405.36363636364,164.757575757576,84.969696969697,20.2424242424242,432.363636363636,262.181818181818,295.515151515152,378.545454545455
3725,-13.733,65.115,maritima,NH,12105,-13.75,65.25,4,4,18.9393939393939,51.5454545454545,34.1818181818182,3583.36363636364,99.8787878787879,-48.2424242424242,148.121212121212,25.6666666666667,27.3636363636364,66.6363636363636,-21.2424242424242,1405.36363636364,164.757575757576,84.969696969697,20.2424242424242,432.363636363636,262.181818181818,295.515151515152,378.545454545455
3726,12.13454,65.11659,maritima,NH,12109,12.25,65.25,,4,47.0571428571429,61.3714285714286,27.1142857142857,5535.22857142857,170.085714285714,-51.2,221.285714285714,21.2857142857143,63.2857142857143,120.8,-18.8571428571429,1869.65714285714,219.285714285714,87.2571428571429,24.4571428571429,588.257142857143,328,385.628571428571,532.428571428571
3727,-13.765,65.128,maritima,NH,12105,-13.75,65.25,4,4,18.9393939393939,51.5454545454545,34.1818181818182,3583.36363636364,99.8787878787879,-48.2424242424242,148.121212121212,25.6666666666667,27.3636363636364,66.6363636363636,-21.2424242424242,1405.36363636364,164.757575757576,84.969696969697,20.2424242424242,432.363636363636,262.181818181818,295.515151515152,378.545454545455
3728,-13.759,65.138,maritima,NH,12105,-13.75,65.25,4,4,18.9393939393939,51.5454545454545,34.1818181818182,3583.36363636364,99.8787878787879,-48.2424242424242,148.121212121212,25.6666666666667,27.3636363636364,66.6363636363636,-21.2424242424242,1405.36363636364,164.757575757576,84.969696969697,20.2424242424242,432.363636363636,262.181818181818,295.515151515152,378.545454545455
3729,-14.733,65.146,maritima,NH,12103,-14.75,65.25,4,4,13.4166666666667,53.6944444444444,34.1666666666667,3726.5,99.1111111111111,-55.7777777777778,154.888888888889,2.72222222222222,22.7222222222222,63.75,-27.8888888888889,1288.13888888889,150.722222222222,75.25,20.9166666666667,388.138888888889,234.138888888889,267.777777777778,362.805555555556
3730,-15.957,65.163,maritima,NH,12101,-15.75,65.25,4,4,2.5,56.4722222222222,34.1388888888889,3870.55555555556,93.5,-68.9722222222222,162.472222222222,-18.3888888888889,39.7222222222222,55.7222222222222,-39.4722222222222,1245.13888888889,140.861111111111,71.9166666666667,20.1111111111111,376.722222222222,227.138888888889,258.361111111111,351.888888888889
3731,-22.282,65.186,maritima,NH,12088,-22.25,65.25,4,4,27.0645161290323,50.0322580645161,29.5483870967742,4255.38709677419,120.032258064516,-46.5483870967742,166.58064516129,2.16129032258065,70.3225806451613,85.7096774193548,-20.0967741935484,841,96.6774193548387,46.8387096774194,21.5161290322581,258.935483870968,147.193548387097,163.645161290323,241.193548387097
3732,-22.489,65.205,maritima,NH,12088,-22.25,65.25,4,4,27.0645161290323,50.0322580645161,29.5483870967742,4255.38709677419,120.032258064516,-46.5483870967742,166.58064516129,2.16129032258065,70.3225806451613,85.7096774193548,-20.0967741935484,841,96.6774193548387,46.8387096774194,21.5161290322581,258.935483870968,147.193548387097,163.645161290323,241.193548387097
3733,-14.524,65.21,maritima,NH,12103,-14.75,65.25,4,4,13.4166666666667,53.6944444444444,34.1666666666667,3726.5,99.1111111111111,-55.7777777777778,154.888888888889,2.72222222222222,22.7222222222222,63.75,-27.8888888888889,1288.13888888889,150.722222222222,75.25,20.9166666666667,388.138888888889,234.138888888889,267.777777777778,362.805555555556
3734,-21.748,65.232,maritima,NH,12089,-21.75,65.25,4,4,24.0555555555556,51.1944444444444,29.9444444444444,4294.16666666667,118,-50.6944444444444,168.694444444444,-1.5,68.0555555555556,83.1111111111111,-23.5555555555556,851.027777777778,96.3888888888889,47.75,20.6388888888889,259.833333333333,151.222222222222,168.638888888889,242.805555555556
3735,-19.719,65.24,maritima,NH,12093,-19.75,65.25,4,4,11.1388888888889,55.4444444444444,31.8055555555556,4250.33333333333,107.472222222222,-64.1388888888889,171.611111111111,-14.75,54.8611111111111,70.3611111111111,-34.8333333333333,999.722222222222,108.222222222222,58.8888888888889,18,296.5,185.916666666667,211.777777777778,280.388888888889
3736,-14.415,65.261,maritima,NH,12104,-14.25,65.25,4,4,12.5,52.6944444444444,34.1388888888889,3677,96.4722222222222,-55.8333333333333,152.305555555556,16.1111111111111,21.3333333333333,61.9166666666667,-28.4444444444444,1364.80555555556,159,81.1388888888889,20.1388888888889,411.083333333333,251.777777777778,286.916666666667,376.916666666667
3737,-16.147,65.273,maritima,NH,12100,-16.25,65.25,4,4,4.72222222222222,57.8611111111111,34.3333333333333,3944.55555555556,97.8055555555556,-68.1944444444444,166,-17.3333333333333,43.1388888888889,59.1666666666667,-38,1177.27777777778,132.333333333333,66.7777777777778,19.9444444444444,356.388888888889,214.944444444444,246.611111111111,334.416666666667
3738,-14.418,65.341,maritima,NH,12104,-14.25,65.25,4,4,12.5,52.6944444444444,34.1388888888889,3677,96.4722222222222,-55.8333333333333,152.305555555556,16.1111111111111,21.3333333333333,61.9166666666667,-28.4444444444444,1364.80555555556,159,81.1388888888889,20.1388888888889,411.083333333333,251.777777777778,286.916666666667,376.916666666667
3739,-18.243,65.342,maritima,NH,12096,-18.25,65.25,4,4,-3.02777777777778,60.7222222222222,32.8333333333333,4415.58333333333,100.361111111111,-81.8888888888889,182.25,-30.5555555555556,34.5,58.8888888888889,-50.7222222222222,1071.88888888889,114.75,63.0833333333333,17.4166666666667,315.722222222222,203.777777777778,234.583333333333,298.944444444444
3740,-13.945,65.349,maritima,NH,12105,-13.75,65.25,4,4,18.9393939393939,51.5454545454545,34.1818181818182,3583.36363636364,99.8787878787879,-48.2424242424242,148.121212121212,25.6666666666667,27.3636363636364,66.6363636363636,-21.2424242424242,1405.36363636364,164.757575757576,84.969696969697,20.2424242424242,432.363636363636,262.181818181818,295.515151515152,378.545454545455
3741,-14.411,65.353,maritima,NH,12104,-14.25,65.25,4,4,12.5,52.6944444444444,34.1388888888889,3677,96.4722222222222,-55.8333333333333,152.305555555556,16.1111111111111,21.3333333333333,61.9166666666667,-28.4444444444444,1364.80555555556,159,81.1388888888889,20.1388888888889,411.083333333333,251.777777777778,286.916666666667,376.916666666667
3742,-13.858,65.357,maritima,NH,12105,-13.75,65.25,4,4,18.9393939393939,51.5454545454545,34.1818181818182,3583.36363636364,99.8787878787879,-48.2424242424242,148.121212121212,25.6666666666667,27.3636363636364,66.6363636363636,-21.2424242424242,1405.36363636364,164.757575757576,84.969696969697,20.2424242424242,432.363636363636,262.181818181818,295.515151515152,378.545454545455
3743,-19.005,65.358,maritima,NH,12094,-19.25,65.25,4,4,8.72222222222222,57.3055555555556,32.1666666666667,4297.52777777778,107.25,-67.6944444444444,174.944444444444,-17.75,53.1388888888889,68.8888888888889,-37.75,1011.86111111111,109.333333333333,59.4166666666667,17.8333333333333,299.527777777778,189.833333333333,217.5,282.666666666667
3744,-18.258,65.359,maritima,NH,12096,-18.25,65.25,4,4,-3.02777777777778,60.7222222222222,32.8333333333333,4415.58333333333,100.361111111111,-81.8888888888889,182.25,-30.5555555555556,34.5,58.8888888888889,-50.7222222222222,1071.88888888889,114.75,63.0833333333333,17.4166666666667,315.722222222222,203.777777777778,234.583333333333,298.944444444444
3745,-20.187,65.36,maritima,NH,12092,-20.25,65.25,4,4,11.7777777777778,53.9722222222222,31.0833333333333,4248.58333333333,107.027777777778,-63.0277777777778,170.055555555556,-13.8888888888889,55.3888888888889,70.75,-34.3888888888889,987.5,107,57.9444444444444,18.1666666666667,293.638888888889,182.5,206.222222222222,278.138888888889
3746,-13.859,65.368,maritima,NH,12105,-13.75,65.25,4,4,18.9393939393939,51.5454545454545,34.1818181818182,3583.36363636364,99.8787878787879,-48.2424242424242,148.121212121212,25.6666666666667,27.3636363636364,66.6363636363636,-21.2424242424242,1405.36363636364,164.757575757576,84.969696969697,20.2424242424242,432.363636363636,262.181818181818,295.515151515152,378.545454545455
3747,-15.88,65.374,maritima,NH,12101,-15.75,65.25,4,4,2.5,56.4722222222222,34.1388888888889,3870.55555555556,93.5,-68.9722222222222,162.472222222222,-18.3888888888889,39.7222222222222,55.7222222222222,-39.4722222222222,1245.13888888889,140.861111111111,71.9166666666667,20.1111111111111,376.722222222222,227.138888888889,258.361111111111,351.888888888889
3748,-17.335,65.386,maritima,NH,12098,-17.25,65.25,4,4,9.22222222222222,60.4166666666667,33.8888888888889,4191.38888888889,108.083333333333,-67.4722222222222,175.555555555556,-15.9444444444444,33.0833333333333,67.75,-36.1944444444444,1043.30555555556,116.222222222222,58.6666666666667,19.2222222222222,314.444444444444,192.5,224.388888888889,293.333333333333
3749,12.55941,65.42172,maritima,NH,12110,12.75,65.25,4,4,32.1666666666667,62.4166666666667,27,5794.5,157,-70.7777777777778,227.777777777778,4.13888888888889,51.25,109.638888888889,-37.2777777777778,1794,206.555555555556,86.3333333333333,23.2222222222222,557.611111111111,317.833333333333,385.972222222222,504.972222222222
3750,-23.946,65.445,maritima,NH,12085,-23.75,65.25,,4,31,49.3333333333333,31.3333333333333,3834.88888888889,116.888888888889,-38.1111111111111,155,-5.44444444444444,69.7777777777778,83.6666666666667,-11.7777777777778,1207.88888888889,140.777777777778,65.8888888888889,22.2222222222222,365.888888888889,214.111111111111,231.444444444444,365.777777777778
3751,-21.074,65.446,maritima,NH,12090,-21.25,65.25,4,4,24.7777777777778,51.7222222222222,30.1388888888889,4273.86111111111,118.472222222222,-50.0277777777778,168.5,-0.777777777777778,68.5555555555556,83.7222222222222,-22.4166666666667,862.027777777778,96.9444444444444,48.6388888888889,20.1944444444444,262.138888888889,154.444444444444,173.277777777778,244.777777777778
3752,12.19412,65.4504,maritima,NH,12109,12.25,65.25,,4,47.0571428571429,61.3714285714286,27.1142857142857,5535.22857142857,170.085714285714,-51.2,221.285714285714,21.2857142857143,63.2857142857143,120.8,-18.8571428571429,1869.65714285714,219.285714285714,87.2571428571429,24.4571428571429,588.257142857143,328,385.628571428571,532.428571428571
3753,-21.266,65.453,maritima,NH,12090,-21.25,65.25,4,4,24.7777777777778,51.7222222222222,30.1388888888889,4273.86111111111,118.472222222222,-50.0277777777778,168.5,-0.777777777777778,68.5555555555556,83.7222222222222,-22.4166666666667,862.027777777778,96.9444444444444,48.6388888888889,20.1944444444444,262.138888888889,154.444444444444,173.277777777778,244.777777777778
3754,12.76638,65.45948,maritima,NH,12110,12.75,65.25,4,4,32.1666666666667,62.4166666666667,27,5794.5,157,-70.7777777777778,227.777777777778,4.13888888888889,51.25,109.638888888889,-37.2777777777778,1794,206.555555555556,86.3333333333333,23.2222222222222,557.611111111111,317.833333333333,385.972222222222,504.972222222222
3755,-13.66,65.463,maritima,NH,12105,-13.75,65.25,4,4,18.9393939393939,51.5454545454545,34.1818181818182,3583.36363636364,99.8787878787879,-48.2424242424242,148.121212121212,25.6666666666667,27.3636363636364,66.6363636363636,-21.2424242424242,1405.36363636364,164.757575757576,84.969696969697,20.2424242424242,432.363636363636,262.181818181818,295.515151515152,378.545454545455
3756,-22.324,65.492,maritima,NH,12088,-22.25,65.25,4,4,27.0645161290323,50.0322580645161,29.5483870967742,4255.38709677419,120.032258064516,-46.5483870967742,166.58064516129,2.16129032258065,70.3225806451613,85.7096774193548,-20.0967741935484,841,96.6774193548387,46.8387096774194,21.5161290322581,258.935483870968,147.193548387097,163.645161290323,241.193548387097
3757,-13.82,65.495,maritima,NH,12105,-13.75,65.25,4,4,18.9393939393939,51.5454545454545,34.1818181818182,3583.36363636364,99.8787878787879,-48.2424242424242,148.121212121212,25.6666666666667,27.3636363636364,66.6363636363636,-21.2424242424242,1405.36363636364,164.757575757576,84.969696969697,20.2424242424242,432.363636363636,262.181818181818,295.515151515152,378.545454545455
3758,-19.299,65.503,maritima,NH,11495,-19.25,65.75,4,4,8.45714285714286,59.6857142857143,32.8857142857143,4354.65714285714,108.285714285714,-70.1714285714286,178.457142857143,-17.2571428571429,52.1142857142857,68.8857142857143,-38.7714285714286,861.257142857143,93.8857142857143,46.8,20.0285714285714,257.971428571429,153.771428571429,181.457142857143,242.885714285714
3759,-23.405,65.508,maritima,NH,11487,-23.25,65.75,,4,17.2777777777778,50.8888888888889,30.7777777777778,4070.55555555556,108,-54.9722222222222,162.972222222222,-17.4722222222222,58.6944444444444,73.3611111111111,-27.5555555555556,1145.55555555556,132.722222222222,65.4444444444444,21.7222222222222,345.027777777778,204.222222222222,221.527777777778,343.916666666667
3760,-20.111,65.51,maritima,NH,11493,-20.25,65.75,4,4,19.9333333333333,55.8666666666667,31.7,4336.16666666667,116.033333333333,-57.6333333333333,173.666666666667,-5.4,64.1,79.7,-27.5333333333333,812.933333333333,91.4,44.4333333333333,20.6666666666667,246.9,142.933333333333,166.766666666667,230.266666666667
3761,-19.8,65.521,maritima,NH,11494,-19.75,65.75,4,4,15.59375,57.46875,32.25,4333.3125,113.25,-62.25,175.5,-9.90625,59.8125,75.5625,-31.5625,837.40625,92.78125,45.78125,20.28125,252.625,148.6875,174.28125,236.5
3762,-16.995,65.537,maritima,NH,11500,-16.75,65.75,4,4,10.1111111111111,60.75,35.0833333333333,4043.97222222222,105.805555555556,-65.3611111111111,171.166666666667,-12.0555555555556,30.0833333333333,66.0833333333333,-33.6388888888889,929.111111111111,104.75,47.2222222222222,21.9722222222222,286.638888888889,161.666666666667,193.416666666667,260.25
3763,-19.897,65.541,maritima,NH,11494,-19.75,65.75,4,4,15.59375,57.46875,32.25,4333.3125,113.25,-62.25,175.5,-9.90625,59.8125,75.5625,-31.5625,837.40625,92.78125,45.78125,20.28125,252.625,148.6875,174.28125,236.5
3764,17.5939,65.545,maritima,NH,11519,17.75,65.75,4,4,-3.5,88.75,24.1666666666667,9123.80555555555,179.027777777778,-178.25,357.277777777778,115.722222222222,-66.0277777777778,115.722222222222,-120.75,580.666666666667,91.5277777777778,29,36.5833333333333,225.555555555556,91.5555555555556,225.555555555556,111.444444444444
3765,-19.415,65.565,maritima,NH,11495,-19.25,65.75,4,4,8.45714285714286,59.6857142857143,32.8857142857143,4354.65714285714,108.285714285714,-70.1714285714286,178.457142857143,-17.2571428571429,52.1142857142857,68.8857142857143,-38.7714285714286,861.257142857143,93.8857142857143,46.8,20.0285714285714,257.971428571429,153.771428571429,181.457142857143,242.885714285714
3766,-14.07,65.568,maritima,NH,11505,-14.25,65.75,,4,27.2222222222222,52.8333333333333,34.2222222222222,3674.66666666667,110,-41.9444444444444,151.944444444444,34.0555555555556,36.1111111111111,76.2222222222222,-13.8888888888889,1175.22222222222,141.222222222222,68.1666666666667,22.2222222222222,367.944444444444,209.555555555556,244.111111111111,320.333333333333
3767,-17.052,65.569,maritima,NH,11499,-17.25,65.75,4,4,18.4444444444444,62.2777777777778,35.1944444444444,4136.72222222222,116.25,-59.0277777777778,175.277777777778,-5.16666666666667,32.0555555555556,75.75,-26.75,819.111111111111,93.2777777777778,40.3055555555556,22.8333333333333,254.472222222222,139.138888888889,170.333333333333,232.222222222222
3768,-19.878,65.576,maritima,NH,11494,-19.75,65.75,4,4,15.59375,57.46875,32.25,4333.3125,113.25,-62.25,175.5,-9.90625,59.8125,75.5625,-31.5625,837.40625,92.78125,45.78125,20.28125,252.625,148.6875,174.28125,236.5
3769,-17.124,65.581,maritima,NH,11499,-17.25,65.75,4,4,18.4444444444444,62.2777777777778,35.1944444444444,4136.72222222222,116.25,-59.0277777777778,175.277777777778,-5.16666666666667,32.0555555555556,75.75,-26.75,819.111111111111,93.2777777777778,40.3055555555556,22.8333333333333,254.472222222222,139.138888888889,170.333333333333,232.222222222222
